openalexid,value,key
W3025078473,"['Natural Language Processing', 'Automated Machine Learning Classification', 'Topic Modelling']",Classic Machine Learning
W3047753558,['segmentation neural networks'],Classic AI & Neural Network Architectures
W3039288654,"['Blockchain Consensus', 'Decentralized Systems', 'Crowd-Sensing']",Other
W4283800300,"['Random Forest', 'Logistic Regression']",Classic Machine Learning
W3011709873,['NARX'],Classic AI & Neural Network Architectures
W4306901727,['multimodal models (CLIP)'],New Generation of AI
W4224226825,['new machine learning techniques'],Classic Machine Learning
W3048277640,"['machine learning', 'supervised learning']",Classic Machine Learning
W3031953449,"['Regression Tree', 'Self-Organizing Maps']",Classic Machine Learning
W3015811708,"['ensemble model', 'Long-Short Term memory model', 'Random Forest']",Classic Machine Learning
W3098916164,['machine learning'],Classic Machine Learning
W4385320121,['Q-learning'],Classic Machine Learning
W3048733882,N/A,N/A
W3211661740,"['DFE', 'CTIDD', 'CTIATI']",Classic AI & Neural Network Architectures
W4200053426,['Deep Learning'],New Generation of AI
W3084863474,"['BRT', 'FDA', 'GLM', 'MDA']",Classic Machine Learning
W3181256602,['DNN'],Classic AI & Neural Network Architectures
W3160119644,['Artificial Neural Networks'],Classic AI & Neural Network Architectures
W4206518093,"['Back-propagation neural network', 'Long Short-Term Memory (LSTM)']",Classic AI & Neural Network Architectures
W3094294190,N/A,N/A
W4214606430,['machine learning'],Classic Machine Learning
W4289958244,[],Classic Machine Learning
W4291172155,"['XGBoost', 'Support Vector Machines (SVMs)', 'Random Forests', 'k-Nearest Neighbors (kNN)']",Classic Machine Learning
W4220991231,"['AI', 'image diagnosis', 'drone surveillance']",Other
W3201597391,"['deep clustering', 'contrastive learning']",Classic AI & Neural Network Architectures
W4385429935,['machine learning'],Classic Machine Learning
W4311765019,['Long Short-Term Memory Encoder Decoder'],Classic AI & Neural Network Architectures
W4284898335,"['Multiple Linear Regression', 'Multiple Adaptive Regression Splines', 'Support Vector Machine', 'Random Forest']",Classic Machine Learning
W3134967300,['LSTM'],Classic AI & Neural Network Architectures
W3187829125,['deep learning'],Classic AI & Neural Network Architectures
W4200513151,['LSTM'],Classic AI & Neural Network Architectures
W4316690637,"['Random Forest', 'Polynomial Regression', 'Support Vector Regressor']",Classic Machine Learning
W4289986171,"['YOLOv5m', 'Cascade R-CNN', 'FCOS']",Classic AI & Neural Network Architectures
W3136335490,"['Extreme Gradient Boosting', 'SHAP']",Classic Machine Learning
W3173345453,N/A,N/A
W3118416941,"['state-of-the-art machine learning', 'image processing', 'classification', 'analysis']",Classic Machine Learning
W4285483867,"['Deep Learning (DL)', 'Transformers', 'Cuboid Attention']",New Generation of AI
W3186716410,"['Support Vector Regression (SVR)', 'Random Forest (RF)', 'Extreme Learning Machine (ELM)']",Classic Machine Learning
W3132408286,['machine learning'],Classic Machine Learning
W3015846714,"['Gradient Boosted Regression', 'Fourier Textural Ordination (FOTO)']",Classic Machine Learning
W3108524391,"['signal processing', 'data fusion']",New Generation of AI
W4312827846,[],Classic Machine Learning
W3158201663,"['machine learning', 'Support Vector Machines (SVMs)', 'Random Forests', 'k-Nearest Neighbors (kNN)']",Classic Machine Learning
W3012540406,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3162310876,['Gaussian Mixture Model'],Classic Machine Learning
W3128777423,"['decision tree', 'AdaBoost', 'Random Forest']",Classic Machine Learning
W3045953689,"['Deep Learning', 'CNNs']",Classic AI & Neural Network Architectures
W3007670829,"['U-Net', 'CNNs']",Classic AI & Neural Network Architectures
W3175294292,N/A,N/A
W4213223813,"['color-motion-shape features', 'machine learning technology', 'classification stage', 'segmentation stage', 'verification stage']",Classic Machine Learning
W4362611851,"['artificial intelligence', 'urbanism', 'models', ' IoT', 'Big Data']",Other
W4380365974,[],Other
W4310896207,"['neural networks', 'deep learning']",Classic AI & Neural Network Architectures
W3159928446,['T-GCN'],New Generation of AI
W4289637285,['machine learning'],Classic Machine Learning
W4280597599,"['ResDNNs', 'Deep Neural Networks']",New Generation of AI
W4310396557,['Random Forest'],Classic Machine Learning
W4306385517,['LSTM'],Classic AI & Neural Network Architectures
W3166886531,['machine learning-based'],Classic Machine Learning
W3048348884,"['Random Subspace', 'Functional Tree', 'Information Gain Ratio']",Classic Machine Learning
W3048206310,['Bayesian networks'],Classic Machine Learning
W4200477047,['machine learning'],Classic Machine Learning
W4310702753,"['Bayesian neural network analyses', 'plants']",Other
W3010665853,"['Google Earth Engine', 'deep learning']",New Generation of AI
W3172481000,[],New Generation of AI
W3031154432,['depthwise separable convolution'],Classic AI & Neural Network Architectures
W4210572958,"['air conditioning', 'water cycling', 'e-waste disposal', 'server technician behaviors', 'material impacts', 'ecological obstacles']",New Generation of AI
W3125282169,[],Classic Machine Learning
W4280645864,['machine learning'],Classic Machine Learning
W3198826474,"['machine learning', 'Random Forests']",Classic Machine Learning
W4395505444,['image-based training set'],Classic Machine Learning
W4378532848,['Statistical methods'],Classic Machine Learning
W3164422209,"['EEMD', 'RNN', 'GRU', 'LSTM']",Classic AI & Neural Network Architectures
W3196556441,['Maxent'],Classic Machine Learning
W3036878775,N/A,N/A
W3034302383,['machine-learning model'],Classic Machine Learning
W3123325733,['neural network-based'],Classic AI & Neural Network Architectures
W3181356059,"['Encoder-Decoder Model', 'Temporal Recurrent U-Net (TRU-NET)', '2D Cross Attention', 'Convolutional-Recurrent Layers']",Classic AI & Neural Network Architectures
W3214824726,N/A,N/A
W3028208881,['machine learning'],Classic Machine Learning
W3145409981,"['LSTM', 'Long Short-Term Memory neural network']",Classic AI & Neural Network Architectures
W4226054165,['AI methods'],New Generation of AI
W4221047666,[],Other
W3203685342,"['XGBoost', 'Random Forest', 'Support Vector Machine']",Classic Machine Learning
W3080155615,['Random Forest'],Classic Machine Learning
W3217326151,['Agent-Based Modelling'],New Generation of AI
W3117945984,['machine-learning classifiers'],Classic Machine Learning
W3134719890,"['land surface', 'atmospheric boundary layer (ABL)', 'soil moisture', 'flux partitioning', 'weather balloon soundings', 'satellite-observed soil moisture', 'coupled land-atmosphere model']",Other
W3204110490,['machine learning'],Classic Machine Learning
W4388732500,['neural network'],Classic AI & Neural Network Architectures
W3083745131,"['enthalpy-based', 'vertical mixing process', 'water flow and heat transfer in soils', 'meteorological forcing']",Other
W4297537745,"['YOLOv5', 'Backbone layer', 'SPPF module', 'PANet', 'BiFPN']",Classic AI & Neural Network Architectures
W3194852713,['Genetic Programming'],Classic Machine Learning
W4226363237,"['Random Forests', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W4309581943,['machine learning reconstruction'],Classic Machine Learning
W3159169772,['deep-learning'],Classic AI & Neural Network Architectures
W3202385205,['supervised machine learning'],Classic Machine Learning
W3129309130,['deep learning'],Classic AI & Neural Network Architectures
W3133985936,['ANFIS'],Classic Machine Learning
W3004288773,"['machine learning', 'deep learning']",Classic AI & Neural Network Architectures
W3205382757,['machine learning'],Classic Machine Learning
W3022263617,['Deep Neural Network (DNN)'],Classic AI & Neural Network Architectures
W3119755702,"['NDVI', 'MLC', 'CA-ANN']",Classic AI & Neural Network Architectures
W4210602359,['deep learning'],Classic AI & Neural Network Architectures
W4211152585,"['Stacked Long Short-Term Memory (S-LSTM)', 'Bidirectional Long Short-Term Memory (Bi-LSTM)', 'Gated Recurrent Unit (GRU)', 'Multilayer Perceptron (MLP)']",Classic AI & Neural Network Architectures
W3127802922,['machine learning approach'],Classic Machine Learning
W3117553304,"['BitterIntense', 'machine learning']",Classic Machine Learning
W4225766290,['machine learning'],Classic Machine Learning
W4311219469,['Deep Learning'],Classic AI & Neural Network Architectures
W3021250488,"['Random Forests', 'Support Vector Machines (SVMs)', 'Supervised Learning']",Classic Machine Learning
W3010563117,['machine learning'],Classic Machine Learning
W3112122085,"['morphological descriptions', 'genetic barcodes', 'machine learning approaches']",Classic Machine Learning
W3040791248,['deep learning models'],New Generation of AI
W3197583069,"['Deep Learning', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W4220758441,['supervised classifiers'],Classic Machine Learning
W4290744441,['Boosted Regression Trees'],Classic Machine Learning
W3172600715,['machine learning'],Classic Machine Learning
W3174515969,['Deep neural networks'],Classic AI & Neural Network Architectures
W4310075934,[],Classic AI & Neural Network Architectures
W3108074332,['transformers'],New Generation of AI
W3214815362,['machine learning'],Classic Machine Learning
W4214636621,['AI-based architecture'],Other
W4309422431,['Random Forest'],Classic Machine Learning
W3113038457,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4388792466,"['transfer learning', 'self-supervised learning', 'semi-supervised learning', 'few-shot learning', 'zero-shot learning', 'active learning', 'weakly supervised learning', 'multitask learning', 'process-aware learning', 'ensemble learning']",Classic AI & Neural Network Architectures
W4310195172,['machine learning'],Classic Machine Learning
W3015118180,['machine learning models'],Other
W4383311370,"['Ecosystem modeling', 'Satellite data analysis', 'Global flux calculations']",Other
W3126829818,"['Linear regression', 'Random Forests', 'Decision Trees']",Classic Machine Learning
W3162321435,"['Linear regression', 'Logistic regression', 'Support Vector Machines (SVMs)', 'Decision Trees', 'Random Forests', 'Naive Bayes', 'k-Nearest Neighbors (kNN)', 'k-means Clustering', 'Hierarchical Clustering', 'Principal Component Analysis (PCA)', 't-SNE', 'DBSCAN']",Classic Machine Learning
W4327606279,"['BERT', 'XLNet', 'Deep Convolutional Neural Networks (CNNs)']",New Generation of AI
W4367852612,"['Generative AI', 'Diffusion models', 'GANs', 'VAEs', 'LLMs (GPT-4, ChatGPT, LLaMA)', 'multimodal models (CLIP)']",New Generation of AI
W4400145965,['machine learning'],Classic Machine Learning
W4391040881,[],New Generation of AI
W4388660896,"['machine learning', 'parameterization schemes', 'weather and climate prediction']",Classic Machine Learning
W4385076985,['ChatGPT'],New Generation of AI
W4387701637,['CNNs'],Classic AI & Neural Network Architectures
W4386465713,['artificial intelligence'],Other
W4379925078,['LLMs'],New Generation of AI
W4385603473,['Random Forest'],Classic Machine Learning
W4316664522,['U-net'],New Generation of AI
W4391177783,['machine learning'],Classic Machine Learning
W4372204164,['Random Forest'],Classic Machine Learning
W4388223025,['Machine Learning algorithms'],Classic Machine Learning
W4313647263,N/A,N/A
W4379739870,['machine learning'],Classic Machine Learning
W4367550762,"['artificial neural network', 'random forest', 'generalized linear model', 'maximum entropy', 'multivariate adaptive regression splines', 'gradient boosting machine']",Classic Machine Learning
W4385985206,"['Deep Learning', 'Artificial Neural Networks', 'Machine Learning']",Classic AI & Neural Network Architectures
W4385811600,"['artificial intelligence', 'deep learning', 'neural networks', 'transformers']",New Generation of AI
W4388010267,"['NARX', 'LSTM', 'CNN']",Classic AI & Neural Network Architectures
W4313462886,"['Artificial Neural Networks', 'Adaptive Neuro-Fuzzy Inference System']",Classic Machine Learning
W4394685415,['Artificial Intelligence (AI)'],Classic AI & Neural Network Architectures
W4379800006,['CNN'],Classic AI & Neural Network Architectures
W4322500217,"['Extreme Gradient Boosting', 'Random Forest', 'Artificial Neural Network', 'Naive Bayes', 'K Nearest Neighbor']",Classic Machine Learning
W4313816518,"['LSTM', 'neural network']",Classic AI & Neural Network Architectures
W4368376147,"['VGG16', 'ResNet50']",Classic AI & Neural Network Architectures
W4319592781,"['information extraction', 'topic modeling', 'clustering', 'classification']",Classic AI & Neural Network Architectures
W4387057147,['CNN 2D'],Classic AI & Neural Network Architectures
W4390278080,"['Convolutional Neural Network', 'Long Short-Term Memory']",Classic AI & Neural Network Architectures
W4381417819,['Graph Neural Networks'],Classic AI & Neural Network Architectures
W4384526074,[],Other
W4318447340,"['ANN', 'Python software']",Classic Machine Learning
W4319594870,"['ResNet', 'Multi-layer Perceptron (MLP)']",Classic AI & Neural Network Architectures
W4319758687,"['feed forward neural networks', 'long short-term memory (LSTMs)']",Classic AI & Neural Network Architectures
